Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
20 September 2019, 1.1030, 119.11, 1.9558, 25.913, 7.4668, 0.88230, 332.89, 4.3575, 4.7456, 10.7113, 1.0942, 137.00, 9.9423, 7.4008, 70.3933, 6.2894, 1.6243, 4.5956, 1.4636, 7.8207, 8.6413, 15502.67, 3.8837, 78.2925, 1311.24, 21.4558, 4.5995, 1.7579, 57.375, 1.5176, 33.636, 16.3991, 
